id,match_id,player_color,player_name,opponent_name,result,status,player_rating,opponent_rating,rating_difference,variant,speed,perf,clock_time_control,clock_increment,time_control_with_increment,source,division_middle,opening_eval,division_end,middlegame_eval,created_at,last_move_at,time_spent_playing,opening_eco,opening_name,normalized_opening_name,opening_ply,player_rating_diff,player_final_clock,player_avg_time_per_move,player_inaccuracy,player_mistake,player_blunder,player_accuracy,opponent_rating_diff,opponent_final_clock,opponent_avg_time_per_move,opponent_inaccuracy,opponent_mistake,opponent_blunder,opponent_accuracy,half_moves,full_moves,moves,clocks
12521,ChTh3mrm,white,Drac25,saglave,win,resign,1048,968,80,standard,blitz,blitz,180,2,3+2,lichess.org,16.0,-0.2,45.0,,26/09/25 21:33,2025-09-27 00:39:16.567+00,329.76,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,5,5935,3.55,,,,,-4,12856,1.51,,,,,69,35,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Qe7 c3 Nf6 d3 d6 Bg5 Bg7 h3 Be6 Na3 O-O-O Qe3 b6 Bd5 Bxd5 exd5 Nxd5 Bxe7 Nxe3 Bxd8 Nxg2+ Kf1 Nf4 Bg5 Nxd3 b4 f6 Be3 h5 Ne2 Bh6 Nc1 Bxe3 Nxd3 Bd2 Nb1 e4 Nxd2 exd3 Rd1 Re8 Nc4 b5 Nb2 Re2 Nxd3 Rxa2 Kg2 a5 Ra1 Rd2 Rhd1 Rxd1 Rxd1 axb4 Nxb4 Nxb4 cxb4 c5 Rxd6 Kc7 Rxf6,"{18003,18003,18115,18083,18067,18219,18187,18139,17851,17939,17771,17979,17435,17795,17427,17619,17171,17619,16827,17195,16755,17259,16811,17411,16235,17491,16091,17315,15947,17051,14627,16803,13995,16355,13483,15107,13475,15027,12451,14307,12443,13939,11883,13819,10507,13899,10435,14019,9179,13747,8307,13291,7851,13275,7379,12747,7187,12675,6299,12339,6355,12379,6219,12467,6291,12667,6067,12867,5935,12856}"
12522,eRAzDKWE,black,Drac25,saglave,loss,resign,1056,961,95,standard,blitz,blitz,180,2,3+2,lichess.org,24.0,8.19,,,26/09/25 21:30,2025-09-27 00:33:33.915+00,170.453,C20,King's Pawn Game: Leonardis Variation,King's Pawn Game,3,-8,7855,8.46,,,,,7,15685,1.93,,,,,25,13,e4 e5 d3 Nc6 Nf3 Bc5 Nc3 d6 Nd5 Bg4 Be2 Nd4 O-O c6 Ne3 Qf6 Nxg4 Qg6 Nh4 Nxe2+ Qxe2 Qe6 Nf5 Nh6 Nxg7+,"{18003,18003,18115,18075,18243,18003,18331,17835,18163,17171,18131,17147,17371,16579,16827,14419,16747,13259,16083,10939,16115,9483,15715,8939,15685,7855}"
12523,CLDBMI6p,white,Drac25,K9BA,win,resign,1050,1046,4,standard,blitz,blitz,180,2,3+2,lichess.org,15.0,-0.11,34.0,,26/09/25 18:54,2025-09-26 22:04:44.499+00,607.31,B20,Sicilian Defense: Bowdler Attack,Sicilian Defense,3,6,2499,2.28,,,,,-6,4061,2.05,,,,,137,69,e4 c5 Bc4 Nc6 Nf3 g6 Nc3 Bg7 d3 d6 Bg5 Bg4 h3 Bxf3 Qxf3 Nf6 Bxf6 Bxf6 Nd5 Nd4 Nxf6+ exf6 Qd1 O-O c3 Nc6 Bd5 Re8 Qb3 Rb8 Bxf7+ Kg7 Bxe8 Qxe8 O-O Qe5 Qa4 h5 d4 cxd4 cxd4 Qxe4 Rae1 Qxd4 Qxd4 Nxd4 Re7+ Kh6 Rd1 Nf5 Re6 b5 Rxf6 Kg5 Rf7 a5 g4 Nh6 Rd7 Rb6 Rd5+ Kf4 R7xd6 Rxd6 Rxd6 hxg4 Rd4+ Kf3 Rxg4 Nxg4 hxg4 Kxg4 Kg2 Kf4 Kh3 Ke4 Kg3 Kd3 f3 Kc2 b3 Kb2 a4 bxa4 bxa4 Ka3 f4 Kxa4 Kg4 Kb4 Kg5 a4 Kxg6 a3 f5 a2 f6 a1=Q f7 Qb1+ Kg7 Qb2+ Kf8 Qh8+ Ke7 Qe5+ Kf8 Qd6+ Kg7 Qg3+ Kf6 Qd6+ Kg7 Qg3+ Kf6 Qc3+ Kg6 Qd3+ Kf6 Qd4+ Kg6 Qe4+ Kf6 Qc6+ Kg7 Qg2+ Kf6 Kc4 f8=Q Qf2+ Ke7 Qe3+ Kf7 Qf4+ Kg7 Qd6 Qxd6,"{18003,18003,17883,17851,17531,17723,17019,17803,17027,17875,16459,17571,16339,17355,16403,17451,15787,17403,15811,15571,15139,15523,13707,15427,12819,15011,12507,14795,11755,14035,11715,13947,11779,14147,11003,13523,10043,12931,9939,12979,9963,13011,9451,12779,9075,12979,9163,13011,8955,12579,8683,11811,8667,11747,7851,11459,7811,11035,6555,10539,5915,10331,4875,10019,4931,9963,4587,9915,4211,9787,4323,9987,4219,10187,4251,10387,4147,10467,4107,10515,3611,10435,3603,10147,3667,10235,3299,10291,3203,10371,3355,10355,3555,10467,3755,10595,3955,10667,4155,9883,4163,9651,4131,9467,4171,8963,4171,8667,4283,7819,3803,7027,3875,6883,3779,6595,3715,6107,3555,6147,3499,6187,3371,5771,3435,5475,3427,4875,2915,4859,3003,4827,2571,4451,2619,4251,2499,4061}"
12524,2kU9u5MZ,white,Drac25,Grifon_75,loss,outoftime,1055,1095,-40,standard,blitz,blitz,180,2,3+2,lichess.org,24.0,0.85,,,26/09/25 18:46,2025-09-26 21:54:07.113+00,461.241,C41,Philidor Defense,Philidor Defense,5,-5,0,6.67,,,,,5,1706,6.27,,,,,54,27,e4 e5 Nf3 d6 Bc4 h6 Nc3 a6 Bd5 c6 Bc4 Nf6 d4 d5 exd5 cxd5 Bb3 e4 Ne5 Qd6 Bf4 Qe6 h3 Bb4 Qd2 O-O a3 Bd6 Qe3 g5 Bxg5 Bxe5 dxe5 Qxe5 Bxh6 Rd8 Bf4 Qh5 g4 Nxg4 O-O-O Nxe3 fxe3 Bxh3 Bxd5 Rxd5 Nxd5 Qf3 Ne7+ Kf8 Nd5 Nc6 Nb6 Rd8,"{18003,18003,17723,18075,17683,18139,17483,18203,17155,18203,16387,18203,15851,17627,15803,17451,14995,16035,14379,14203,13419,13603,13091,13563,12835,13555,11955,13483,10323,12491,10163,8843,9163,6555,8139,5163,6379,4083,5931,3659,4579,3571,4579,2875,3851,2387,3619,2067,1451,1923,870,1795,513,1706,0}"
12525,F3yZtLQD,black,Drac25,fookinrooki,win,resign,1050,1018,32,standard,blitz,blitz,180,2,3+2,lichess.org,17.0,-0.9,,,26/09/25 18:43,2025-09-26 21:46:01.752+00,172.35,C44,"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",Scotch Game,12,5,9480,6.09,,,,,-5,15152,2.04,,,,,29,15,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 c3 Bg4 d4 exd4 Nbd2 dxc3 bxc3 Qf6 Qb3 Nh6 e5 Nxe5 Ne4 Qg6 Bxh6 gxh6 Nxe5 Qxe4 Bxf7+ Kd8 Qxb7,"{18003,18003,18203,18027,18403,16539,18419,16219,18531,16075,18603,15915,18339,14915,18259,14867,18011,13659,16867,13371,16915,12131,16491,11931,16091,10475,15739,10027,15152,9480}"
12526,nzP3ZTb5,white,Drac25,xd007,win,resign,1043,1120,-77,standard,blitz,blitz,180,2,3+2,lichess.org,14.0,1.28,31.0,,26/09/25 18:35,2025-09-26 21:42:40.428+00,418.005,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,7,7990,3.03,,,,,-7,3356,4.44,,,,,67,34,e4 e5 Qh5 Qf6 Bc4 g6 Qf3 Qxf3 Nxf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Bg7 d4 Bxe5 dxe5 Ne7 Bh6 Bd7 Nc3 O-O-O O-O-O Kb8 f4 Be6 Kb1 Rxd1+ Nxd1 Rd8 Bg5 Re8 h3 Nc8 g4 Nb6 b3 c5 c4 Rh8 f5 gxf5 exf5 Bd7 Be7 Re8 Bxc5 Rxe5 Bxb6 cxb6 Nb2 Bc6 Rh2 Re1+ Kc2 Be4+ Nd3 Bxd3+ Kxd3 Rd1+ Ke4 Re1+ Kf4 Rf1+ Kg5,"{18003,18003,18043,18019,18083,17883,18107,17795,18203,17835,16307,17355,16347,17451,16467,17195,16419,17211,16499,17211,16187,16691,15899,16611,15915,16691,14395,16179,13955,16155,13931,15747,12371,15083,11963,13731,11539,13499,11435,10963,10571,8915,10539,8939,10155,8651,9419,8163,9259,6923,9179,6971,8899,6099,8715,5835,8267,5923,8387,5643,8435,5507,7963,5187,8003,4283,7990,3356}"
12527,S45733ea,white,Drac25,intoe,win,resign,1038,949,89,standard,blitz,blitz,180,2,3+2,lichess.org,16.0,5.83,41.0,,26/09/25 18:24,2025-09-26 21:30:47.668+00,352.243,B02,Alekhine Defense: Normal Variation,Alekhine Defense,4,5,3439,5.83,,,,,-4,7826,4.07,,,,,51,26,e4 Nf6 e5 Nd5 Bc4 e6 Qh5 g6 Qf3 Qg5 d3 Bh6 Bxg5 Bxg5 Bxd5 exd5 Qxd5 Nc6 Nf3 Bh6 Nc3 Nb4 Qb3 Nc6 Nb5 Kd8 Qxf7 Rf8 Qxh7 Rxf3 Qxh6 Rf5 Qxg6 Rxe5+ Kf1 Rxb5 c4 Rxb2 Qf6+ Ne7 Qxb2 d6 Qh8+ Kd7 Re1 Kc6 Rxe7 Bh3 gxh3 Kc5 Qxa8,"{18003,18003,17347,17699,16683,17483,15659,17083,15499,16363,14123,15971,14107,16035,12467,15283,12475,15139,11915,14755,11419,14443,11187,12451,10635,12275,10083,11411,8779,10155,8571,8843,8051,8651,7291,8499,4715,8451,4187,8411,4275,8411,3587,8387,3587,8491,3491,8691,3483,8811,3439,7826}"
12528,swNCNdWX,black,Drac25,Westendthor,win,mate,1033,1040,-7,standard,blitz,blitz,180,2,3+2,lichess.org,21.0,-3.68,46.0,,26/09/25 18:17,2025-09-26 21:24:05.589+00,390.201,A04,Zukertort Opening: Black Mustang Defense,Zukertort Opening,2,5,5071,5.39,,,,,-7,2861,6.31,,,,,50,25,Nf3 Nc6 g3 d5 Bg2 Bg4 d3 h6 O-O Nf6 Nc3 Qd7 Bf4 Bxf3 Bxf3 e5 Be3 d4 Ne4 dxe3 Nxf6+ gxf6 c3 exf2+ Kxf2 Bc5+ e3 Qh3 Qb3 O-O Kg1 Bxe3+ Kh1 f5 Qxb7 Ne7 Qxc7 Ng6 Bxa8 f4 Bg2 Qg4 gxf4 Nxf4 Rxf4 Bxf4 Rg1 Qh4 Qd7 Qxh2#,"{18003,18003,17979,17787,18019,17835,17619,17459,17659,17475,17275,17339,17147,15803,17099,15427,16043,15419,14707,15147,14707,15131,14123,14731,14131,14051,13875,13219,13459,12651,11923,11355,11891,9491,11043,8451,10171,8251,8563,7571,8363,7179,6507,6443,4907,5931,4531,5363,2861,5071}"
12529,Yq9xkVBQ,white,Drac25,Atmacaa53,loss,outoftime,1037,1100,-63,standard,blitz,blitz,180,2,3+2,lichess.org,15.0,-1.22,49.0,,26/09/25 13:46,2025-09-26 16:54:28.726+00,460.188,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,-4,0,5.14,,,,,4,6125,3.49,,,,,70,35,e4 e5 Qh5 Qf6 Bc4 Nc6 c3 d6 Nh3 Qg6 Qxg6 hxg6 Bf1 Bxh3 gxh3 O-O-O Bg2 Be7 d3 a6 Be3 Kb8 Na3 Na5 O-O-O d5 exd5 Bxa3 bxa3 Nf6 f3 Nxd5 Bd2 Nb6 f4 exf4 Bxf4 Nd5 Bd2 Nf6 Bf3 Rxd3 Rhf1 Rxh3 Be2 Rd8 Bg5 Rxd1+ Rxd1 Rxh2 Rd8+ Ka7 Be3+ b6 Bd1 Rxa2 Kb1 Rxa3 Bd2 Ne4 Bf3 Nxd2+ Rxd2 Rxc3 Be4 Re3 Bg2 Nc4 Rd8 b5,"{18003,18003,18091,17811,18107,17835,17395,17667,16803,17339,16363,17235,14875,16699,14891,16675,14923,16571,13755,16483,13603,16299,13331,15203,12539,14571,12427,14507,11771,14371,11355,14227,11011,13651,9043,13099,9115,12475,8779,12203,7731,11803,7411,10995,7219,10451,6683,9619,6475,9475,6091,9499,5827,9435,3195,9019,2715,8987,2555,8555,1899,7955,1643,8011,713,7627,490,7115,316,6125,0}"
12530,yMfjuK0d,black,Drac25,VNSAntos,win,resign,1031,1043,-12,standard,blitz,blitz,180,2,3+2,lichess.org,21.0,-0.58,36.0,,26/09/25 03:06,2025-09-26 06:14:55.464+00,513.776,D06,Queen's Gambit Declined: Austrian Defense,Queen's Gambit Declined,4,6,7291,2.1,,,,,-6,1133,3.24,,,,,104,52,d4 d5 c4 c5 dxc5 dxc4 e3 Qxd1+ Kxd1 e5 Bxc4 Bxc5 Nc3 Nc6 Ne4 Be7 a3 Nf6 f3 Nxe4 fxe4 O-O b3 Be6 Ne2 Bxc4 bxc4 Na5 c5 Bxc5 Bd2 Nc4 Bb4 Rac8 Bxc5 Rxc5 Ke1 Nxe3 Kf2 Ng4+ Kf3 Nf6 Ng3 a5 Rac1 Rb5 Rc7 b6 a4 Rb4 Ra1 Rb3+ Kf2 b5 Ra7 bxa4 Rxa4 g6 R4xa5 Kg7 R5a6 Rb4 Ra8 Rxa8 Rxa8 Nxe4+ Nxe4 Rxe4 Kf3 Rf4+ Kg3 f5 Ra4 Rxa4 Kf3 Kf6 g3 e4+ Ke3 Kg5 h3 Kf6 Kf4 Ra3 g4 fxg4 hxg4 e3 Kf3 e2+ Kxe2 Kg5 Kd2 Kxg4 Kc2 Kf4 Kd2 g5 Ke2 Rf3 Ke1 g4 Ke2 g3,"{18003,18003,18123,17291,17571,17187,17379,17155,17131,16875,16835,16611,16675,16051,16403,14811,13667,14699,13283,14699,13259,14547,12211,14587,11755,14035,11747,13203,9003,12355,8707,12323,8219,11779,7827,11755,7547,11747,7515,11131,7307,11155,5955,10259,6011,9811,4675,9747,4531,9739,4403,9739,3963,9843,2651,8459,2267,7579,2019,7507,966,7011,999,6963,1035,7067,1139,7139,1259,7203,1315,7043,1347,6907,1211,6843,1283,6867,1291,6907,1171,6515,1147,6371,1067,6371,1051,6507,911,6523,1019,6651,939,6787,1067,6867,1195,6939,1291,7019,1179,7163,1291,7291,1133}"
12531,tn8FqVS7,black,Drac25,Alberto_1234_Ugarte,loss,outoftime,1036,1084,-48,standard,blitz,blitz,180,2,3+2,lichess.org,20.0,5.5,,,26/09/25 02:59,2025-09-26 06:05:50.655+00,358.287,C50,Italian Game: Paris Defense,Italian Game,6,-5,0,10.0,,,,,5,8451,5.31,,,,,37,19,e4 e5 Nf3 Nc6 Bc4 d6 c3 Bg4 O-O Nf6 d3 d5 exd5 Nxd5 h3 Bh5 Re1 Bd6 Bxd5 Qf6 Bg5 Qf5 Be4 Qe6 Bxc6+ bxc6 Na3 O-O Nc4 Bc5 Bh4 Rae8 Bg3 Qf6 Bxe5 Qf5 d4,"{18003,18003,17939,18107,17947,16539,17907,16475,17555,15275,17539,13923,17539,13987,16907,13587,16739,10043,16371,8867,14587,7883,14475,5651,14011,5579,12619,5011,12123,2547,11491,1987,11251,1507,9547,381,8451,0}"
12532,a4K8SNGR,white,Drac25,valdetM16,win,resign,1032,974,58,standard,blitz,blitz,180,2,3+2,lichess.org,26.0,-5.59,,,26/09/25 02:56,2025-09-26 05:59:31.492+00,187.656,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,4,10643,4.09,,,,,-5,14748,1.81,,,,,37,19,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Be7 d3 O-O Bh6 Re8 Nh3 Bf8 Qe3 Ng4 Qd2 Nxh6 Ng5 a6 Bxf7+ Nxf7 Nxf7 Kxf7 O-O d6 Na3 Qg5 Qxg5 Be7 Qh6 Bf8 Qxh7+ Ke6 Qxg6+,"{18003,18003,18091,17955,18179,17907,18275,17891,18387,17867,17403,17923,16211,17539,15347,17587,14891,16963,13955,16795,13011,15371,12875,15203,12891,15291,12347,14915,11931,14923,11691,15011,10939,14843,10931,14843,10643,14748}"
12533,HMMo2WcZ,black,Drac25,burundija,loss,resign,1038,1003,35,standard,blitz,blitz,180,2,3+2,lichess.org,17.0,-3.41,49.0,,26/09/25 02:49,2025-09-26 05:55:36.669+00,364.357,A00,Mieses Opening,Mieses Opening,1,-6,1065,6.27,,,,,6,8579,3.49,,,,,55,28,d3 d5 e4 dxe4 dxe4 Qxd1+ Kxd1 Nf6 Nd2 e6 b3 Bb4 c3 Bxc3 Rb1 Bxd2 Bxd2 Nxe4 f4 Nf2+ Ke1 Nxh1 Nf3 f6 Bb5+ Bd7 Bc4 b5 Bd3 Nc6 Ke2 O-O Rxh1 Nb4 Bxb4 Rfd8 Rc1 Re8 Rxc7 Bc8 Bxb5 Rd8 a4 a6 Bc6 Rb8 Be7 Rd7 Bxd7 Bxd7 Rxd7 Rxb3 Nd4 Rb2+ Ke3,"{18003,18003,17971,17811,18051,17915,18139,17523,17915,16323,17875,16379,17563,16403,17643,16027,17691,16099,17547,16091,17147,15947,16795,15323,16843,14979,16787,14507,16731,13707,16155,13691,16179,13099,16051,12323,15763,11403,15667,10643,15515,9483,10307,9283,10211,9307,9867,3987,9731,4051,9363,3731,8547,3203,8579,1065}"
12534,oYsf26VZ,white,Drac25,LX_TANMAYBRO,win,resign,1032,1083,-51,standard,blitz,blitz,180,2,3+2,lichess.org,23.0,-3.38,,,26/09/25 02:45,2025-09-26 05:49:13.16+00,198.418,B00,Nimzowitsch Defense,Nimzowitsch Defense,2,6,12585,3.61,,,,,-72,10513,4.99,,,,,31,16,e4 Nc6 Bc4 d6 Qh5 g6 Qf3 Ne5 Qe2 Bg7 d4 Nxc4 Qxc4 Bd7 a4 e6 Nf3 Nf6 Bg5 h6 e5 hxg5 exf6 Qxf6 Qxc7 Rc8 Qxb7 Bc6 Qxc8+ Ke7 Qxc6,"{18003,18003,17891,17915,17563,17603,17459,17435,16275,16739,16003,11523,15963,11403,15179,11371,14763,11459,13995,11251,13331,11227,13395,11251,13395,11179,12707,11059,12539,11011,12585,10513}"
12535,wTwFj8Jg,black,Drac25,Andreadanisa,win,resign,1028,897,131,standard,blitz,blitz,180,2,3+2,lichess.org,15.0,-2.82,56.0,,26/09/25 02:36,2025-09-26 05:45:35.884+00,534.903,C44,Ponziani Opening,Ponziani Opening,5,4,441,4.39,,,,,-4,535,4.26,,,,,82,41,Nf3 Nc6 c3 e5 e4 Bc5 b4 Bb6 Bc4 Nf6 Ng5 O-O O-O d6 Qf3 Be6 Nxe6 fxe6 Bxe6+ Kh8 Qf5 Nd7 d3 Rxf5 exf5 Nf6 Bg5 h6 Bh4 Ne7 Na3 a6 Rae1 Nxf5 Bxf5 Qe7 d4 Rg8 Nc4 g6 Bd3 g5 Bg3 Ng4 dxe5 Qf7 Nxb6 cxb6 Kh1 Qd5 Be4 Qxa2 f3 Nxe5 Bd5 Qxd5 Re4 g4 Rf4 gxf3 Rh4 fxg2+ Kg1 gxf1=Q+ Kxf1 Qd1+ Kg2 Kh7 Rf4 Qd2+ Kh3 Ng6 Rf7+ Rg7 Rf4 Qd5 Rg4 Ne5 Rf4 Qd3 Re4 Qxe4,"{18003,18003,17875,18035,17923,17939,17627,17707,17723,17427,17819,16979,17011,16987,16083,14587,15843,14595,15483,13851,15451,11875,15291,11867,15099,11835,15027,11827,14891,10995,14203,10171,13539,10043,13403,8587,13387,7995,12395,5627,11291,5547,10995,4979,10515,4499,9675,4323,7779,1987,7595,1467,7027,1227,6147,984,5763,493,5347,367,4587,395,4219,345,4283,239,4227,370,3371,472,3419,515,3355,549,3195,482,3179,441,2987,492,895,441,535}"
12536,giaWiXs4,white,Drac25,liveat,loss,outoftime,1034,1052,-18,standard,blitz,blitz,180,2,3+2,lichess.org,16.0,-1.32,41.0,,26/09/25 02:27,2025-09-26 05:36:20.904+00,514.172,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,-6,0,5.0,,,,,25,1293,4.77,,,,,72,36,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bg7 b4 O-O d3 d5 exd5 Bg4 Qe3 Nxd5 Bxd5 Qxd5 f3 Rae8 fxg4 Qxg2 Qf3 Qxf3 Nxf3 e4 dxe4 Rxe4+ Kf1 Nxb4 cxb4 Bxa1 Nbd2 Rxg4 Rg1 Rxb4 Ba3 Bc3 Bxb4 Bxb4 Nc4 Rd8 Rg2 Rd1+ Ke2 Rc1 Nce5 Rc2+ Kf1 Rxa2 Nd7 Ra1+ Ke2 Ra2+ Kf1 Rxg2 Kxg2 a5 Nd4 a4 Kf3 a3 Nc2 a2 Ke2 Bc3 Kd3 Bb2 Kd2 a1=Q,"{18003,18003,18083,18003,18187,17987,17699,18083,17539,15459,17539,15475,15411,13835,14987,13979,13955,13987,13915,14187,12979,11843,11459,12043,10915,10331,10923,10403,6899,10603,5843,10715,5099,10771,4651,10419,2939,9395,1931,4467,1603,4667,1619,4011,1459,3859,1435,3171,1139,3259,1163,2563,1019,2403,1059,1035,1139,1163,1267,1067,1091,1123,1131,1219,921,1243,716,1283,685,1235,331,1293,0}"
12537,I1IKwD2g,white,Drac25,Trasybulle,win,resign,1030,882,148,standard,blitz,blitz,180,2,3+2,lichess.org,17.0,-0.63,,,26/09/25 02:22,2025-09-26 05:27:11.018+00,282.142,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,4,4510,6.75,,,,,-4,10955,3.52,,,,,41,21,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bg7 b4 a6 a4 O-O d3 d6 Bg5 Re8 Ne2 Be6 Bd5 Bxd5 exd5 Na7 O-O c6 c4 Qe7 Nbc3 Rac8 Ne4 h6 Nxf6+ Bxf6 Bxf6 Qd7 Bh4 Rb8 b5 cxb5 axb5,"{18003,18003,18099,18083,18187,18123,18299,18267,18195,18227,17259,18123,16875,18091,16227,18059,15523,18019,11571,18035,10427,18051,10363,17635,9715,17707,9291,16795,7563,16755,7059,15627,6515,14715,6219,14067,5227,12555,4795,12307,4510,10955}"
12538,WLPD5Aow,white,Drac25,yondel,win,mate,1024,1026,-2,standard,blitz,blitz,180,2,3+2,lichess.org,,,,,26/09/25 02:20,2025-09-26 05:22:14.196+00,100.138,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,6,16202,2.57,,,,,-6,12950,8.42,,,,,15,8,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 d5 exd5 Nxd5 Bxd5 Bg4 Qxf7#,"{18003,18003,18115,16891,18163,16019,18003,15083,17699,14547,17475,14547,16515,12950,16202}"
12539,mJcruBt9,black,Drac25,rohit_totala,loss,resign,1030,1055,-25,standard,blitz,blitz,180,2,3+2,lichess.org,21.0,-1.5,,,26/09/25 02:15,2025-09-26 05:20:16.278+00,303.366,C48,"Four Knights Game: Spanish Variation, Classical Variation",Four Knights Game,8,-6,3684,7.96,,,,,6,9992,4.45,,,,,37,19,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 d3 Nd4 Nxd4 Bxd4 Bd2 c6 Bc4 Qb6 Rb1 Bxf2+ Kf1 d6 Qf3 Ng4 Qxf7+ Kd8 Bg5+ Nf6 Bxf6+ gxf6 Qxf6+ Kc7 Qxh8 Bh3 Qg7+ Kb8 Qf8+ Kc7 Qxf2,"{18003,18003,18139,18083,18275,17251,18395,17163,18355,16931,18211,16251,18059,15267,18075,14715,16451,14475,15699,12811,15291,10731,13067,9787,12963,8659,12619,8691,12643,8251,11259,4771,10315,4659,9955,4307,9992,3684}"
12540,k1Kklx7c,black,Drac25,antonKrasnov2000,win,resign,1023,1172,-149,standard,blitz,blitz,180,2,3+2,lichess.org,16.0,1.14,28.0,,25/09/25 02:52,2025-09-25 05:58:05.773+00,348.432,D00,Queen's Pawn Game: Accelerated London System,Queen's Pawn Game,3,7,8360,2.1,5.0,1.0,3.0,87.0,-94,13586,0.94,9.0,3.0,2.0,83.0,94,47,d4 d5 Bf4 Nf6 e3 Bf5 Bd3 Ne4 Nf3 f6 Nh4 e6 Nxf5 exf5 Bxe4 dxe4 f3 Bd6 Bxd6 Qxd6 fxe4 fxe4 Qh5+ g6 Qb5+ Qc6 Qxc6+ Nxc6 O-O f5 Nc3 O-O-O Nb5 Kb8 c4 b6 a3 Na5 b4 Nxc4 Rac1 a6 Nxc7 Kxc7 Rxc4+ Kb7 Rb1 Rc8 Rxc8 Rxc8 b5 a5 a4 Rc3 d5 Rd3 Rc1 Rxd5 h4 Rd3 Rc6 Rxe3 h5 Re1+ Kh2 Ra1 hxg6 hxg6 Rxg6 Rxa4 Rg7+ Kc8 g4 fxg4 Rxg4 Rb4 Rg8+ Kc7 Rg7+ Kd6 Rg5 Ke6 Kg2 e3 Kf1 Re4 Ke2 a4 Rg3 a3 Rxe3 Rxe3+ Kxe3 a2,"{18003,18003,18075,17859,18155,17867,18219,17571,17835,17467,17219,17075,16779,16939,16611,16555,16475,15803,16419,15891,16547,15603,16347,15483,16403,15035,16251,15107,16427,14827,16259,14211,16219,14179,15819,13579,15579,12659,15603,12667,15315,12003,14611,11659,14683,11803,14259,11387,14107,11323,14267,11107,14347,10859,14283,10699,14291,10683,14339,10723,14091,10395,14179,10163,14251,9379,14059,9427,14155,9347,14235,9395,13843,9187,13955,9091,14011,9091,14155,9163,14275,9091,14331,8531,14427,8251,14107,8171,13835,8155,13619,8211,13763,8360,13586}"
12541,9rnuaUiH,white,Drac25,theRealLebronjamesJR,win,outoftime,1018,962,56,standard,blitz,blitz,180,2,3+2,lichess.org,17.0,1.92,43.0,,25/09/25 02:45,2025-09-25 05:51:45.068+00,392.27,B01,Scandinavian Defense,Scandinavian Defense,2,5,9862,2.91,,,,,-5,0,6.43,,,,,57,29,e4 d5 e5 f6 d4 fxe5 dxe5 Nc6 Nf3 d4 Bb5 a6 Bxc6+ bxc6 Qxd4 Qxd4 Nxd4 c5 Ne6 Bxe6 Nc3 g6 Bg5 h6 Bh4 Bg7 Bg3 h5 O-O-O Nh6 Na4 Nf5 Bf4 Bxa2 Nxc5 O-O b3 Rfd8 Kb2 Rxd1 Rxd1 a5 Kxa2 a4 Nxa4 g5 Bxg5 Bxe5 Kb1 Nd4 Nc5 Bxh2 Rxd4 Rf8 f3 Be5 Rd7,"{18003,18003,17755,18035,17835,18131,17867,17955,17779,17787,17779,14883,16867,15083,16955,15107,17067,14083,15763,14099,15699,13763,15651,13491,15419,13115,15387,10859,15387,10899,13883,9859,13435,9691,12963,7555,12979,4379,12555,2635,12571,2483,12259,2603,12035,2515,11059,2531,10371,1331,9843,625,9811,291,9851,221,9862,0}"
12542,XloJnswB,black,Drac25,theRealLebronjamesJR,win,outoftime,1013,967,46,standard,blitz,blitz,180,2,3+2,lichess.org,16.0,0.19,34.0,,25/09/25 02:38,2025-09-25 05:44:53.914+00,394.229,D00,Queen's Pawn Game: Accelerated London System,Queen's Pawn Game,3,5,7553,4.35,,,,,-5,0,7.2,,,,,50,25,d4 d5 Bf4 Nf6 e3 Bf5 Bd3 Ne4 Nd2 e6 f3 Nxd2 Qxd2 Nc6 Bxf5 exf5 c3 b5 Ne2 a5 O-O b4 Rfc1 Bd6 cxb4 Bxb4 Qc2 Ne7 Qxc7 Qxc7 Rxc7 O-O Rxe7 Bxe7 Rc1 Rac8 Rxc8 Rxc8 Kf2 Rc2 b4 Rxa2 b5 Rb2 Kg3 Rxe2 b6 Rb2 Bc7 a4,"{18003,18003,18115,18043,18195,17939,17915,17003,17715,16235,16803,14795,17003,14875,17059,14547,15771,14003,14195,13811,14235,13923,12523,13155,11307,11075,10171,9611,9219,9075,9291,9139,9283,9131,8907,7691,4915,7699,4435,7747,3123,7763,3083,7667,996,7491,1003,7603,1034,7553,0}"
